Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
7240;663417669-80;Tatiana Souza Ledesma;F;23/04/68;100;117;C;20;11;8.001;153;57;0
7241;113269253-93;Tereza Vieira Aramizoni;F;05/08/61;100;117;B;12;18;2.472;162;81;0
7242;026480487-23;Damião Soares;M;16/01/59;100;117;B;12;22;2.217;174;101;1
7243;894947189-25;Damião S. Souza;M;07/04/69;100;117;D;12;9;4.971;171;80;1
7244;215131566-59;Zuleica Maia Werneck;F;18/12/67;100;117;A;4;0;986;163;76;0
7245;196444915-48;Germano C. Schineider;Masc.;19/01/67;100;117;C;16;12;7.562;163;72;0
7246;813075629-30;Melissa L. Lemos;F;25/12/61;100;117;D;12;13;4.935;147;64;0
7247;188671081-31;Priscilla Verdinn Aramizoni;F;26/07/56;100;117;A;4;19;1.171;157;55;0
7248;246255163-82;Getúlio Mesquita;Masc.;05/07/67;100;117;B;12;10;2.260;176;85;1
7249;270706226-00;Janaina A. Kalil;F;29/12/65;100;117;B;12;8;2.302;165;63;0
7250;224105213-20;Roberto C. Uema;Masc.;21/06/62;100;117;C;21;13;7.910;178;64;1
7251;245595380-77;Izabel F. Trentti;F;23/04/79;100;117;B;13;3;2.323;162;65;1
7252;593057313-17;Adalberto Rosa;M;06/07/71;100;117;A;4;5;1.021;168;77;1
7253;903001388-57;Ênio Camargo Araújo;M;17/03/61;100;117;B;12;0;2.049;163;84;1
7254;799110519-94;Mauro Alves Machado;M;01/01/05;100;117;A;5;15;1.140;171;89;0
7255;955660445-65;Dijalma A. Rosa;M;01/01/15;100;117;A;7;1;995;178;84;1
7256;398694573-39;Felipe G. Yamamoto;M;22/03/79;100;117;C;16;7;8.161;182;62;1
7257;656827091-10;Eduardo Longhini;M;14/08/62;100;117;B;12;14;2.320;176;78;1
7258;009150018-45;Germano Cruz Faraggi;M;28/04/66;100;117;D;12;9;5.181;202;89;1
7259;337695025-31;Carolina T. Gouveia;F;31/08/59;100;117;E;16;9;3.074;162;74;1
7260;536172708-32;Damião M. Pereira;M;30/04/74;100;117;B;12;12;2.159;160;86;0
7261;473255202-12;Cristina P. Warwasky;F;06/06/73;100;117;C;16;7;6.779;163;72;0
7262;578966649-33;Francisco Martins Saldanha;M;07/09/70;100;117;B;12;13;2.187;172;77;1
7263;536122480-49;Luciano P. Yamamoto;M;09/08/60;100;117;C;16;17;7.259;161;60;1
7264;776097869-34;Elza Mota Souza;F;31/03/56;100;117;A;4;24;1.185;146;75;0
7265;556479181-90;Zélia Martins;F;04/06/69;100;117;A;5;13;1.165;163;81;1
7266;607228155-90;Diógenes Barbosa Nakano;M;12/07/64;100;117;B;13;11;2.141;188;75;1
7267;921840506-36;Suzana Pereira Uema;F;27/08/73;100;117;D;12;12;5.506;171;69;0
7268;886174494-03;Leonardo P. Rigoni;M;05/11/76;100;117;D;12;11;5.354;197;80;1
7269;505770656-02;Victor L. Yamamoto;M;30/04/75;100;117;B;14;7;2.137;155;72;1
7270;244774230-47;Lourdes Mesquita;F;17/04/64;100;117;A;4;7;1.117;161;76;1
7271;680766083-92;Letícia A. Santana;F;06/05/65;100;117;C;17;17;7.551;147;66;0
7272;143068287-60;Zélia A. Toguchi;F;09/05/56;100;117;A;4;24;1.162;163;71;0
7273;469196610-20;Benedita L. Gonçalves;F;08/10/55;100;117;B;14;12;2.389;151;76;0
7274;134832173-39;Renata L. Longhini;F;24/12/73;100;117;A;4;6;1.045;152;69;0
7275;905423968-90;Zélia M. Leite;F;04/09/73;100;117;B;12;10;2.278;170;69;1
7276;858243880-00;Lúcio Barros Ledesma;M;23/11/71;100;117;D;13;6;4.705;172;75;0
7277;594662407-57;Valter Lemos Costa;M;10/09/79;100;117;D;12;3;5.558;181;76;0
7278;221758482-05;Dolores B. Werneck;F;08/11/69;100;117;A;4;16;1.242;142;65;0
7279;655856367-31;Fernanda Fonseca Longhini;F;18/08/69;100;117;B;17;14;2.135;165;71;1
7280;950270219-09;Laércio Silva Campos;M;24/09/65;100;117;C;18;8;6.738;169;69;1
7281;944356231-61;Gino Gonçalves Teixeira;M;20/07/65;100;117;D;12;13;4.353;186;88;0
7282;269124823-25;Priscilla G. Sasaky;F;06/02/64;100;117;A;5;7;1.074;165;73;1
7283;811595478-07;Cícero Gruginsky;M;28/09/68;100;117;A;5;14;1.042;169;79;1
7284;800655418-80;José S. Yamamoto;M;07/04/60;100;117;A;4;16;1.162;186;98;0
7285;837206662-04;Cantídio S. Guimarães;M;06/04/73;100;117;C;16;9;7.167;174;69;1
7286;366890393-07;Dorotéia P. Rosa;F;22/05/75;100;117;B;14;5;1.847;146;64;0
7287;791099232-76;Ivonete Costa Teixeira;F;05/12/81;100;117;A;4;6;1.039;161;69;0
7288;575027714-33;Renato Angelini Aramizoni;M;18/02/65;100;117;D;12;16;5.706;172;72;0
7289;184901090-01;Tatiana Saldanha;F;03/03/77;100;117;B;15;3;1.915;166;63;0
7290;937130784-67;Fátima Teixeira Aroeira;F;26/11/73;100;117;B;14;8;2.078;149;79;0
7291;198731774-26;Heleno G. Araújo;Masc.;14/11/70;100;117;A;4;10;1.169;191;91;0
7292;448173532-52;Dijalma L. Sasaky;M;31/01/81;100;117;D;12;4;5.024;170;76;0
7293;647365547-62;Florinda B. Moraes;F;20/03/73;100;117;A;5;4;948;148;56;1
7294;404900914-58;Ricardo Mendes;M;02/09/76;100;117;D;12;8;6.040;200;81;0
7295;138869691-69;Lomanto R. Moraes;Masc.;20/01/58;100;117;A;4;19;1.244;174;98;0
7296;101967250-11;Eliana Rosa Aguiar;F;27/05/63;100;117;A;6;14;1.115;156;200;1
7297;;Manuel T. Bezerra;M;21/08/82;100;117;C;16;4;8.646;162;64;1
7298;435312583-46;Sebastião Heckmann;M;18/05/73;100;117;B;13;7;2.056;173;86;1
7299;163318015-88;Dirce M. Mancini;F;22/04/67;100;117;B;12;17;2.248;172;78;1
7300;118704502-05;Monalisa Novaes Schineider;F;21/02/69;100;117;A;4;6;1.037;145;68;0
7301;097345189-09;Ana S. Loureiro;F;30/06/73;100;117;D;15;11;5.571;174;67;0
7302;014334505-26;Laércio Machado;M;01/06/57;100;117;A;5;19;1.161;166;81;0
7303;761826928-98;Maria Alves;F;30/10/71;100;117;A;4;11;1.118;158;63;0
7304;982515092-03;Priscilla Leite Heckmann;F;22/02/67;100;117;D;12;17;6.506;185;71;0
7305;913385411-45;Fabíola Gonçalves;F;03/03/68;100;117;A;4;7;1.067;170;91;0
7306;825012294-10;Clotilde Cruz;F;19/09/72;100;117;B;12;7;2.029;163;59;0
7307;197420785-48;Valter Pitanga Pontes;Masc.;02/06/74;100;117;B;14;0;2.078;184;65;0
7308;409829355-28;Amaro P. Longhini;M;30/06/60;100;117;C;17;22;7.223;161;69;0
7309;047551573-07;Reinaldo Leite Coutinho;M;20/01/58;100;117;D;16;19;6.368;175;73;1
7310;382866607-81;Francisco Cordeiro;M;26/01/77;100;117;A;4;8;1.066;186;94;1
7311;434374728-01;Ricardo Duarte;M;30/08/59;100;117;A;4;19;1.177;187;98;1
7312;970724071-70;Samuel S. Lemos;M;05/06/54;100;117;A;4;22;1.264;171;102;1
7313;848471204-42;Fernanda C. Duarte;F;17/04/67;100;117;B;12;7;1.820;165;58;0
7314;876328653-06;Marcílio O. Silva;M;19/08/76;100;117;D;12;6;4.972;202;89;0
7315;192120032-49;Luiz T. Silva;Masc.;01/09/62;100;117;C;16;10;7.034;154;193;0
7316;996067495-92;Doralice Coutinho Yamamoto;F;23/03/77;100;117;A;5;6;1.050;171;66;0
7317;378973857-36;Francisco Zainne Faraggi;M;27/12/57;100;117;E;17;16;3.831;175;83;1
7318;593542567-08;Alexandre Lima Queiroga;M;07/09/61;100;117;A;5;14;1.153;155;69;0
7319;038155917-32;Marília S. Iawata;Fem.;31/01/76;100;117;E;16;12;3.426;170;54;0
7320;997373915-94;Terezinha S. Angelini;F;12/10/61;100;117;A;4;13;1.120;149;75;1
7321;255505483-99;Viviane Campos Gouveia;F;28/09/63;100;117;A;4;18;1.230;159;74;0
7322;236589782-79;Mariane Saldanha Nakano;F;18/01/63;100;117;E;16;20;3.529;159;76;1
7323;629024438-89;Rui Trentti Pinheiro;M;26/01/69;100;117;B;12;15;2.259;165;85;0
7324;931863130-82;Romário W. Verdinn;M;25/08/64;100;117;C;16;19;6.917;164;61;0
7325;109232849-15;Valter N. Maia;M;25/09/63;100;117;B;13;18;2.408;175;84;1
7326;912754661-68;Amaro M. Sá;M;17/01/62;100;117;A;4;17;1.053;179;95;0
7327;047596835-26;Lúcia Loureiro Zarin;Fem.;20/03/62;100;117;A;4;16;1.113;162;72;1
7328;633113490-59;Fabiano L. Andrade;M;23/07/57;100;117;A;5;23;1.218;179;82;0
7329;157764937-06;Manuel Marques;Masc.;27/04/73;100;117;C;20;9;8.911;162;66;1
7330;988217397-75;Alcides Lima;M;25/10/66;100;117;A;5;12;1.065;168;105;0
7331;342083330-06;Amaro M. Pontes;M;09/08/73;100;117;B;14;10;2.199;170;90;1
7332;367214433-92;Hugo C. Pitanga;M;14/10/77;100;118;D;12;4;4.984;205;84;1
7333;208830643-91;Juvenal Gouveia Lemos;Masc.;20/01/71;100;118;D;12;15;6.018;185;83;0
7334;749417326-93;Márcia M. Bayochi;F;28/05/63;100;118;A;4;11;1.159;165;78;0
7335;467830098-82;Valdir Almeida;M;13/09/60;100;118;B;12;10;2.127;174;98;0
7336;987397850-09;Neide Ferraz Sampaio;F;14/02/76;100;118;B;12;9;2.312;165;84;1
7337;574733315-15;Cristiano G. Kalil;M;30/05/75;100;118;C;16;7;8.143;185;85;0
7338;154638305-09;Manuel Camargo Araújo;Masc.;22/02/51;100;118;A;7;23;1.131;170;100;1
7339;910402056-15;Luiz R. Lima;M;20/10/64;100;118;C;16;12;9.309;167;97;1
7340;504369533-15;Lourdes Machado Reis;F;30/10/64;100;118;A;4;19;1.166;156;82;1
7341;825672120-00;Eliane Fonseca Moraes;F;24/12/69;100;118;C;19;11;6.988;168;73;1
7342;702969384-16;Eliane S. Rigoni;F;15/09/70;100;118;B;14;5;1.959;163;75;0
7343;450904057-19;Gino Castro;M;21/02/70;100;118;A;4;0;980;185;82;0
7344;855082257-49;Ivonete A. Ramos;F;03/02/61;100;118;B;12;17;2.178;154;69;1
7345;311792969-07;Otília Andrade;F;11/01/70;100;118;A;5;5;1.084;158;62;0
7346;719004862-61;Germano S. Furkin;M;04/10/59;100;118;D;12;13;6.564;185;81;0
7347;860957587-00;Alexandre Macieira Andrade;M;12/09/66;100;118;B;16;14;2.470;169;89;1
7348;700916899-70;Edson Mota;M;11/07/69;100;118;E;19;11;2.983;175;72;0
7349;076927762-45;Alberto Melo Oliveira;M;17/09/65;100;118;D;13;15;6.644;198;86;1
7350;794517635-62;Jairo C. Rigoni;M;14/12/56;100;118;D;12;23;6.417;202;89;0
7351;083017801-50;Luciana Castro Yamamoto;F;21/10/64;100;118;E;16;9;2.500;153;74;0
7352;115901465-57;Alexandre Lemos;M;02/09/85;100;118;B;12;2;1.992;172;66;1
7353;379785846-90;Sebastião Lourenço;M;30/12/56;100;118;C;21;21;7.781;172;63;0
7354;541340624-03;Roberto L. Andrade;M;26/01/55;100;118;C;16;14;6.960;178;71;1
7355;472369151-06;Zélia C. Barros;F;14/04/60;100;118;E;18;18;3.733;141;50;0
7356;034461782-36;Pedro Camargo;M;03/08/75;100;118;E;17;3;2.982;174;76;0
7357;742479439-60;Fabrício Machado Maia;M;12/11/60;100;118;E;16;19;3.745;177;90;1
7358;970054129-07;Giovanna Guimarães;F;26/05/65;100;118;A;4;14;1.140;161;84;0
7359;832284873-00;Cristina Warwasky Gouveia;F;04/12/79;100;118;B;12;7;2.154;173;68;0
7360;661081792-87;Juliana Mota;F;29/10/67;100;118;B;12;8;1.997;158;79;1
7361;299833840-27;Suzana P. Fozxy;F;03/02/75;100;118;E;19;12;3.473;158;66;0
7362;096442751-60;Fabiano Maia Nakano;M;06/05/59;100;118;A;4;17;1.111;163;76;1
7363;171829983-43;Débora M. Ledesma;F;20/05/67;100;118;C;17;11;8.523;176;58;0
7364;520315036-26;Walter Reis Nakano;M;04/05/88;100;118;A;4;0;1.048;156;83;0
7365;218588010-10;Alberto Bezerra Yamamoto;Masc.;18/05/71;100;118;A;4;12;1.151;161;89;1
7366;953133629-68;Marcílio Ledesma Barros;M;16/07/63;100;118;D;12;16;5.999;170;80;1
7367;530310010-36;Marcílio N. Uema;M;23/04/60;100;118;C;16;16;7.904;180;70;1
7368;241616930-01;Eustáquio Melo;Masc.;26/05/69;100;118;D;12;7;5.954;187;69;0
7369;840276464-95;Janaina Sá;F;08/04/84;100;118;B;12;4;2.087;164;65;0
7370;113113008-13;Eufrásio T. Kalil;M;20/06/65;100;118;C;16;8;7.782;171;66;1
7371;549631204-37;Silvana M. Gruginsky;F;15/05/69;100;118;B;15;7;2.003;158;84;0
7372;849888562-08;Rui Lima Fonseca;M;07/01/55;100;118;A;4;22;1.186;169;86;1
7373;358926651-19;Carlos N. Gruginsky;M;02/02/74;100;118;A;4;8;1.098;162;86;0
7374;540044929-80;Priscilla Pinheiro;F;16/11/64;100;118;C;17;12;7.200;156;51;0
7375;343743749-65;Luciano B. Furkin;M;26/08/75;100;118;D;15;9;5.117;189;83;1
7376;759046906-81;Zélia Lourenço;F;26/10/71;100;118;E;16;14;3.401;174;77;0
7377;525576579-13;Rogério Moraes;M;14/09/64;100;118;A;5;19;1.221;169;78;0
7378;918200341-60;Oscar Lourenço;M;03/06/68;100;118;B;16;8;2.316;183;64;1
7379;695491181-00;Fabrício Alves Pereira;M;26/06/61;100;118;B;12;8;2.422;177;88;1
7380;461083160-04;Fabíola Pinheiro Nogueira;F;27/10/69;100;118;A;4;10;1.124;166;76;1
7381;409831269-76;Amauri Medeiros Mancini;M;18/08/72;100;118;C;16;7;7.956;173;67;0
7382;032559488-00;Izabel Cruz;Fem.;14/09/45;100;118;C;19;16;7.648;173;71;0
7383;974410079-68;Carina Gonçalves Ledesma;F;17/08/60;100;118;B;13;18;2.133;148;68;0
7384;377370190-06;Jorge N. Rigoni;M;19/03/63;100;118;A;4;13;1.129;171;93;1
7385;015692651-27;Teresa N. Uema;Fem.;05/05/68;100;118;E;19;16;3.473;163;51;0
7386;481742894-53;Fábia Alves Schineider;F;04/06/71;100;118;C;19;10;8.090;161;69;1
7387;563150653-09;Victor S. Leite;M;01/02/50;100;118;C;17;26;8.130;170;85;1
7388;625881266-00;Ernesto M. Gonçalves;M;23/03/55;100;118;C;19;22;8.822;190;78;1
7389;224917221-86;Paula C. Ferraz;F;10/01/66;100;118;B;12;18;2.217;157;68;1
7390;914061273-29;Clotilde C. Angelini;F;07/10/66;100;118;E;16;10;3.268;173;84;0
7391;102740922-98;Ênio G. Warwasky;M;05/10/57;100;118;D;14;16;5.876;186;82;1
7392;703470394-99;Laércio G. Queiroga;M;05/02/67;100;118;B;13;10;1.980;174;89;0
7393;517483190-51;Laércio Nascimento Almeida;M;26/02/76;100;118;C;16;11;7.259;190;85;0
7394;747908250-94;Carlito Coutinho;M;10/01/71;100;118;C;21;9;6.769;164;106;1
7395;995519594-00;Dirce M. Cruz;F;14/09/73;100;118;C;20;5;8.560;162;61;0
7396;022898652-49;Mariane Rodrigues Araújo;Fem.;05/01/68;100;118;A;6;8;1.080;161;66;1
7397;931568174-65;Paula Mendes;F;29/07/70;100;118;A;5;12;1.193;149;68;1
7398;201766932-62;Laércio Novaes Cunha;Masc.;18/02/56;100;118;C;16;25;9.352;162;76;0
7399;270213415-71;Rogério N. Campos;Masc.;11/02/74;100;118;A;5;9;1.037;152;82;1
7400;380946855-06;Giovana Leal;F;29/05/61;100;118;A;4;21;1.203;155;75;1
7401;479476436-79;Zélia Lemos Weltsel;F;09/12/68;100;118;B;14;9;2.357;160;73;1
7402;406119230-25;Janaina Cordeiro;F;03/04/77;100;118;B;14;4;1.973;147;54;0
7403;620164648-52;Benedito Novaes Macieira;M;25/01/72;100;118;A;4;8;1.128;177;84;1
7404;345612841-09;Gervásio Pereira;M;19/01/54;100;118;C;16;26;10.255;179;53;1
7405;683178985-47;Vera Sampaio Rodrigues;F;16/05/63;100;118;B;12;14;2.480;159;77;1
7406;144435184-28;Zélia Mendes Souza;F;18/11/65;100;118;D;14;17;6.563;177;74;0
7407;363549792-43;Damião P. Teixeira;M;13/11/69;100;118;C;19;11;6.807;186;78;0
7408;830507332-76;Viviane Silva;F;25/12/49;100;118;B;12;16;2.293;177;69;0
7409;048083736-88;Felipe Gonçalves;M;17/09/63;100;118;D;12;7;5.935;174;84;1
7410;879290799-70;Dijalma N. Rigoni;M;24/07/70;100;118;C;16;10;8.439;172;80;0
7411;704737041-29;Carlito C. Warwasky;M;21/05/86;100;118;B;12;2;1.993;176;83;1
7412;330511665-02;Madalena Rosa Werneck;F;17/02/60;100;118;A;7;9;1.134;163;67;0
7413;963611072-72;Priscilla Haddad;F;07/06/62;100;118;A;7;19;1.128;163;64;0
7414;767832277-15;Dijalma Andrade;M;21/02/65;100;118;D;12;8;5.076;186;88;1
7415;173748381-58;Mauro Campos Heckmann;Masc.;19/02/87;100;118;E;16;2;2.953;176;94;1
7416;957387049-59;Abigail M. Marques;F;10/06/72;100;118;B;14;12;2.105;155;70;0
7417;274129795-90;Herval Guimarães;Masc.;03/07/68;100;118;B;12;12;2.310;165;82;1
7418;950575530-97;Luiz D. Castro;M;25/10/63;100;118;C;16;11;8.179;171;69;0
7419;275903348-12;Fabrício Silva Zainne;Masc.;07/11/60;100;118;D;15;11;5.443;193;84;0
7420;925303801-20;Damião Bezerra Souza;M;27/09/58;100;118;D;12;20;5.554;179;85;0
7421;604292216-57;André R. Ferraz;M;22/11/63;100;118;A;4;17;1.204;174;100;1
7422;855647299-00;Aurélio M. Iawata;M;15/08/81;100;118;A;4;2;1.036;160;98;0
7423;979175931-69;Cleide Aroeira Torelli;F;27/01/73;100;118;A;4;7;1.066;161;83;1
7424;391154202-05;Diana Weltsel Silva;F;05/01/59;100;118;B;12;14;2.461;151;51;0
7425;657785840-32;Jânio M. Ferraz;M;23/11/75;100;118;A;4;3;987;168;78;1
7426;381708381-50;Alexandre M. Gatty;M;05/12/62;100;118;B;12;9;2.162;150;81;1
7427;171072348-38;Cícero Martins;Masc.;21/02/59;100;118;A;4;23;1.170;176;103;1
7428;192549634-10;Fátima Rosa;F;21/10/71;100;118;C;16;13;6.918;147;64;1
7429;750959459-67;Giovanna M. Torres;F;04/11/71;100;118;E;16;8;2.886;169;66;0
7430;053782224-00;Lúcia S. Lourenço;F;13/12/61;100;118;C;16;12;8.893;162;55;0
7431;085096323-08;Lúcio Gonçalves;M;29/10/63;100;118;C;16;16;6.528;183;87;1
7432;591665645-90;Vânia A. Gomes;F;14/12/73;100;118;E;19;12;3.279;176;52;0
7433;452359494-55;Márcia G. Schineider;F;08/08/80;100;119;A;4;8;1.031;145;51;0
7434;983302874-83;Eva T. Soares;F;03/05/61;100;119;B;15;22;2.112;157;76;1
7435;290495635-20;Nívea Coutinho Andrade;F;04/12/62;100;119;C;16;17;8.882;172;51;0
7436;367740999-39;Bento Barbosa Santos;M;17/07/70;100;119;B;13;6;2.184;188;93;0
7437;892621147-96;Nilo Trentti Holtz;M;20/09/70;100;119;A;4;7;1.117;166;68;0
7438;226014247-88;Débora G. Leite;F;21/06/59;100;119;A;4;21;1.254;155;74;0
7439;954844381-36;Marlene S. Castro;F;07/02/78;100;119;B;13;8;2.426;145;55;0
7440;322894937-08;Cláudia Coutinho Melo;F;06/04/62;100;119;A;4;17;1.086;171;81;1
7441;451862531-54;Valdir P. Gatty;M;13/09/69;100;119;D;12;0;4.777;185;80;1
7442;569708127-82;Bento M. Holtz;M;02/03/70;100;119;A;5;9;1.034;168;99;1
7443;136027871-09;Sebastião P. Novelli;Masc.;30/09/62;100;119;A;4;13;1.036;162;80;0
7444;194945399-58;Priscilla T. Martins;F;22/01/82;100;119;B;12;1;1.976;160;63;0
7445;040382578-43;Roberta S. Cruz;Fem.;17/12/83;100;119;C;21;6;7.604;140;53;1
7446;765271792-27;Laércio Araújo Warwasky;M;29/03/83;100;119;B;12;7;2.016;168;80;0
7447;249495552-19;Francisco R. Gonçalves;Masc.;23/07/63;100;119;A;4;11;1.174;156;93;0
7448;379092275-74;Marcelo N. Morbick;M;13/05/78;100;119;B;12;4;2.071;165;62;1
7449;025420182-27;David P. Toguchi;M;15/04/56;100;119;A;4;24;1.214;161;91;1
7450;559400205-77;Amélia S. Lourenço;F;22/10/76;100;119;A;4;9;1.070;146;59;0
7451;587835023-86;Fernanda Campos;F;19/01/71;100;119;E;18;7;3.131;153;66;1
7452;607908296-90;Viviane Castro;F;20/07/82;100;119;C;16;5;6.515;169;70;1
7453;399856431-43;Élida Cruz Bayochi;F;13/02/78;100;119;B;12;3;2.160;159;53;0
7454;383770274-02;Walter A. Longhini;M;11/08/81;100;119;A;4;7;1.090;165;76;0
7455;755366226-76;Otília M. Weltsel;F;29/05/57;100;119;C;19;13;7.627;172;68;0
7456;675694570-05;Américo A. Longhini;M;10/04/71;100;119;D;14;10;5.903;185;79;0
7457;261533051-99;Abílio A. Cunha;Masc.;04/05/89;100;119;A;4;2;1.077;168;82;1
7458;349911392-95;Karla C. Bezerra;F;09/08/61;100;119;E;19;15;3.041;153;66;1
7459;542788170-02;André Mesquita;M;24/09/76;100;119;B;12;10;2.214;181;92;1
7460;787667750-94;Carolina Haddad;F;30/11/65;100;119;A;4;16;1.119;143;65;1
7461;352151207-06;Gervásio S. Santos;M;27/06/67;100;119;D;12;7;4.836;184;82;0
7462;552221183-04;Cícero M. Bayochi;M;01/06/81;100;119;A;4;7;1.053;172;86;1
7463;665657697-45;Rita Vieira Warwasky;F;06/01/77;100;119;C;17;9;7.893;161;65;1
7464;867574457-94;Amauri Arantes Nakano;M;05/10/68;100;119;A;8;11;1.205;166;84;1
7465;909314754-49;Ivo Andrade;M;09/08/63;100;119;B;12;15;2.709;185;90;1
7466;492874915-42;Antonia Nascimento;F;17/06/51;100;119;B;13;26;2.677;156;73;1
7467;296881251-30;Almir C. Haddad;M;01/06/81;100;119;A;4;6;1.035;160;90;0
7468;861649468-59;Roberto Novaes;M;17/03/52;100;119;A;5;12;1.137;168;81;0
7469;615393367-00;Regina Guimarães;F;25/11/78;100;119;A;5;5;1.045;146;78;0
7470;222563805-56;Cícero Almeida Kalil;Masc.;14/11/49;100;119;A;4;14;1.176;179;90;0
7471;201234089-03;Francisco N. Marques;Masc.;20/03/60;100;119;B;12;13;2.199;163;61;0
7472;648672659-85;Neide Pitanga;F;26/08/55;100;119;A;6;18;1.122;154;62;1
7473;171610319-31;Heráclito Queiroga Morbick;Masc.;06/05/72;100;119;D;12;13;4.676;175;78;1
7474;472767472-63;Amaro Medeiros Ledesma;M;25/02/68;100;119;B;12;6;2.106;177;104;0
7475;527939557-95;Clarice A. Nogueira;F;09/02/78;100;119;B;12;7;2.173;161;62;1
7476;415407861-53;Geraldo H. Novaes;M;06/08/81;100;119;A;7;8;1.110;165;90;1
7477;691675216-57;Teutônio M. Kalil;M;11/11/66;100;119;D;12;11;5.481;198;80;0
7478;992939406-04;Walter Rodrigues Ledesma;M;21/01/76;100;119;A;5;0;983;171;85;0
7479;149717006-09;Valter R. Reis;Masc.;11/12/79;100;119;A;5;6;1.105;181;88;1
7480;041049263-96;Monalisa Vieira Rigoni;Fem.;09/04/77;100;119;E;16;3;3.241;154;74;1
7481;216162164-50;Giovana L. Torelli;F;05/01/52;100;119;B;13;15;2.267;163;78;1
7482;626344741-99;Dijalma L. Fozxy;M;26/05/58;100;119;A;4;12;1.172;180;82;1
7483;827452598-14;Cícero Duarte Silva;M;12/08/64;100;119;A;4;18;1.175;159;71;1
7484;567295285-24;Alexandre Duarte Nakano;M;19/11/67;100;119;A;4;0;987;178;106;1
7485;951644119-03;Felipe N. Weltsel;M;21/12/72;100;119;B;12;7;2.134;167;62;1
7486;607895844-50;Eufrásio C. Kalil;M;23/04/72;100;119;A;4;10;1.188;182;97;0
7487;813124947-60;Regina C. Uema;F;07/07/66;100;119;A;4;16;1.111;161;83;1
7488;158645304-17;Glória Toguchi Gonçalves;F;02/12/67;100;119;A;4;17;1.137;158;68;0
7489;176343004-97;Glória F. Cruz;F;16/01/69;100;119;C;20;11;6.845;147;60;0
7490;395105565-05;Olga Moura Uema;F;05/07/72;100;119;A;6;13;1.144;163;74;0
7491;141063688-70;Manoel L. Moura;Masc.;10/09/52;100;119;D;12;16;5.483;193;83;1
7492;676650765-99;Francisco M. Reis;M;27/01/58;100;119;D;12;0;5.115;195;84;1
7493;520457412-30;Helena S. Pontes;F;08/05/59;100;119;A;4;20;1.282;165;80;1
7494;924362736-85;Marciano A. Rigoni;M;08/05/65;100;119;A;6;10;1.114;169;97;0
7495;518150676-32;Madalena A. Nakano;F;10/05/51;100;119;D;14;16;5.478;157;58;1
7496;335438453-06;Herval Cunha Santos;M;30/04/76;100;119;D;12;12;5.901;194;88;1
7497;975526010-27;Donizeti M. Zarin;M;02/09/78;100;119;A;4;5;999;165;75;0
7498;762498558-66;Marcelo M. Gatty;M;11/03/80;100;119;D;12;6;5.581;177;77;1
7499;129645128-33;Isabel L. Mancini;F;14/02/63;100;119;C;18;12;7.203;155;54;1
7500;341101151-32;Esmeralda Verdinn;F;13/04/60;100;119;C;20;9;7.244;160;68;1
7501;274304704-67;Almir G. Heckmann;Masc.;21/01/72;100;119;A;6;12;1.044;162;82;0
7502;347194903-87;Amaro M. Vieira;M;26/06/63;100;119;A;9;11;1.098;174;81;0
7503;847460946-16;Nilo Oliveira;M;22/12/73;100;119;D;12;6;4.272;211;93;0
7504;653564449-90;Miguel P. Zainne;M;02/03/65;100;119;B;12;14;1.989;177;105;1
7505;621386727-94;Marcondes S. Fozxy;M;12/11/80;100;119;D;13;5;5.863;194;82;0
7506;139857882-78;Roberta Gonçalves Lourenço;F;12/01/70;100;119;B;16;0;1.862;176;79;1
7507;075086255-60;Marciano N. Leal;M;12/03/72;100;119;D;12;5;4.983;171;76;1
7508;739417953-25;Eunice R. Ferraz;F;22/11/65;100;119;A;4;12;1.012;158;71;0
7509;562932618-01;Victor Souza Mota;M;21/12/81;100;119;A;7;1;1.027;166;85;0
7510;712250225-25;Roberto N. Soares;M;20/01/68;100;119;C;16;10;6.164;163;93;0
7511;335492942-12;Mariane Nogueira;F;15/07/60;100;119;B;16;10;2.120;164;73;0
7512;278624717-92;Abigail G. Gruginsky;F;28/10/62;100;119;B;12;18;2.139;175;82;0
7513;788176070-29;David L. Nascimento;M;02/10/59;100;119;A;4;16;1.208;165;108;0
7514;055053078-92;Luciana M. Kalil;F;13/08/58;100;119;D;12;21;6.274;170;79;1
7515;856822178-53;Marcondes Lopes;M;25/08/78;100;119;A;5;10;1.137;172;73;1
7516;660467008-25;Marcílio Novaes;M;09/06/69;100;119;B;13;15;2.256;161;65;0
7517;072991296-55;Cícero P. Silva;M;11/08/68;100;119;B;13;10;2.251;167;81;0
7518;446885498-73;Antonia Aguiar;F;27/02/73;100;119;E;16;14;3.085;154;65;1
7519;456442446-79;Ivone A. Reis;F;12/04/68;100;119;B;12;15;2.270;150;58;1
7520;625138030-60;Ricardo Pontes Pereira;M;28/08/61;100;119;D;12;15;6.636;189;90;1
7521;507247375-96;Nívea M. Lima;F;21/01/80;100;119;C;16;4;6.964;167;73;0
7522;974744181-00;Ivonete Rodrigues;F;30/07/71;100;119;B;12;11;2.260;164;80;0
7523;287951425-84;Letícia G. Weltsel;F;14/01/71;100;119;B;12;12;2.013;159;60;0
